idAlbum,strAlbum,strArtist,intYearReleased,strStyle,strGenre,strLabel,strReleaseFormat,intSales,intLoved,intScore,intScoreVotes,strReview,strMood,strSpeed
2118207,Michael,Michael Jackson,2010,Rock/Pop,Pop,Epic,Compilation,0,,7.5,2,"New songs from the deceased star - but how many should have seen the light of day?

For a man who’s now been dead just over a year, Michael Jackson has been awfully productive lately. This is his sixth posthumous release since he collapsed and died on June 25 last year, his body coursing with Propofol and Lorazepam, midway through rehearsals for the This Is It tour. Yet Michael is notable for being the first release thus far with any legitimate claim to containing new, original material. Biographer Ian Halperin claimed that in the March before he died Jackson had recorded over 100 songs he didn’t want released until after he died. The first set of new songs, then; but almost certainly not the last.

Not that it’s a given proud perfectionist Jackson would have wanted many of these songs to have seen the light of day even when he had expired. New, it should be noted, is a word open for manipulation when it comes to deceased multibillion-selling artists. Syrupy closer Too Much Too Soon hails from the Thriller era; Hollywood Tonight, meanwhile, is a scrap of a song dusted off and tarted up from 2001’s Invincible sessions. If there is a heaven, and if Tupac, Cobain, Presley et al made it through the gates, chances are they’re consoling a wincing, visibly embarrassed Jackson, cursing his inability to bolt the demos drawer in Neverland’s vaults just that little bit tighter.

Michael is also a release notable for its special guests. 50 Cent turns up on Monster, a song which is essentially Thriller stripped of everything that’s brilliant about the tune, while Jackson and Akon battle it out to be the dominant force on opener Hold My Hand. Somewhere beneath the Senegalese-American’s ""woos"" and ""yeahs"" there’s a passable Michael Jackson B side, but anything that’s good about it spends the entirety of the songs running time battling to break through. Marginally better is the Lenny Kravitz collaboration (I Can’t Make It) Another Day, thanks largely to just how energised Jackson sounds. Though the guitarist does his best to sully matters by noodling all over the top of it.

Last month Jackson’s mother Katherine claimed that many of the songs on Michael contain vocals that belong to voices that aren’t her son’s. Record label Sony refute the claims, assembling a team of former associates – studio engineers and the like – to give creditability to their defence. But for anyone who feels passionately about the legacy of Michael Jackson, his mother’s caution is certainly worth consideration based on the content here, regardless of the facts.",Quirky,Medium
2118208,Music & Me,Michael Jackson,1973,Rock/Pop,Pop,Epic,Album,2000000,,6.3,4,,Quirky,
2118210,"Forever, Michael",Michael Jackson,1975,Rock/Pop,Pop,Epic,Album,1000000,1,7.2,5,,Quirky,
2118211,Ben,Michael Jackson,1972,Rock/Pop,Pop,Epic,Album,5000000,,6.5,4,,Quirky,
2118213,Got to Be There,Michael Jackson,1972,Rock/Pop,Pop,Epic,Album,3200000,,6.5,4,"Jackson's debut solo album was released in the hope to capitalize on America's love for the pint-sized cute singer from The Jackson Five. In 1972 Jackson was 14 and ready to branch out on his own, however his deal with Motown meant he was not able to release any of his own material so the album is a slick blend of pop covers and R&B songs given the already supremely professional and ridiculously powerful performance by Michael. The album did not sell as well as expected, although the singles kept Jackson's name high in the charts for many months. It was generally well received as an add on to The Jackson 5 material and showed that Jackson was able to complete a solo record without much backing successfully.

'Got To Be There' is a fairly strong, unfairly underrated debut. Most people usually see Off The Wall as Jacko's debut and forget his non-Jackson 5 albums from before the 80s. Many of these songs could easily feature on a Jackson 5 album but without the help of his brothers Michael shows here that he was capable of performing on his own. It would take a few albums before he, and the world, realized that he could only go so far with his family and with other people's songs. This is a short, lightweight album on the surface with a few decent singles, but looking closer we can see that the vocals and performance are what carry the whole. Even at this young age Michael sounded light-years ahead of contemporaries when it came to his voice. There has never been a voice like the Michael of Bad and Thriller, but equally there will never be another voice quite as powerful as a young Michael Jackson.",Quirky,Medium
2118216,Invincible,Michael Jackson,2001,Rock/Pop,Pop,Epic,Album,13000000,,7,3,"This is Michael Jackson as we've come to expect him.

It's been six years since he last released a new album and a lot has happened since. The Spice Girls have been and gone, Destiny's Child have become the hottest R&B act around, UK Garage and Nu-Metal have both arrived. His 80s colleague Madonna has gone from dwindling sales in the mid-90s to become more credible, successful and respected than ever. So where does that leave Jackson? His answer is the sixteen track - and 77 minute - Invincible. Those expecting a 'Ray of Light' kind of re-invention - forget it. This is Michael Jackson as we've come to expect him.

The album is a mixture of upbeat tracks with his usual yelps - when he does actually sing his voice is still amazing. The best of these are '2000 Watts', 'Whatever Happens' and 'Threatened'. The ballads which make up most of this album cover his usual concerns - his privacy, children and falling in love. Some of them are good, but the others are pure Disney like 'The Lost Children' or 'Speechless'. If you are a big Michael Jackson fan and like what he does there is plenty here to keep you happy. However, if you are just curious to see whether the hype, the wait or the money has been worth the wait - you might just find that there isn't enough here which is fresh or original. It's not a great album and it's not a bad album. It's just not very thrilling.",Quirky,Medium
2118217,Dangerous,Michael Jackson,1991,Rock/Pop,Pop,Epic,Album,32000000,,9.4,5,,Quirky,Medium
2118218,Off the Wall,Michael Jackson,1979,Rock/Pop,Pop,Epic,Album,20000000,,7.3,4,"1979's Off The Wall is one of the finest pop albums ever made and showcases Michael Jackson as a gifted and versatile vocalist, comfortable performing on ballads as well as upbeat disco tracks.
Although Michael had previously released four solo albums as part of the Jackson 5 franchise on Motown, it was this, his first album on Epic that would break him as a worldwide superstar.
In collaborating with producer Quincy Jones, Off The Wall found Jackson using his newly found creative freedom by departing from his previous Motown sound, instead opting for an album that combined disco, soul, pop, soft rock and funk influences. Additional to Jones' polished, professional productions, Michael Jackson collaborated with some of the finest songwriters of the time, including Paul McCartney, Stevie Wonder and Rod Temperton. As a result, Off The Wall became the first album ever to spawn four Billboard Top Ten singles: Don't Stop Til You Get Enough, Rock With You, Off The Wall and She's Out Of My Life.
Since it's release, Off The Wall has sold over fifteen million copies and many critics believe as an album it has not been bettered by any of Michael Jackson's subsequent output.",Quirky,
2164254,"HIStory: Past, Present and Future, Book I",Michael Jackson,1995,Rock/Pop,Pop,Epic,Remix,0,1,8.8,4,,Quirky,Medium
2118223,Thriller,Michael Jackson,1982,Rock/Pop,Pop,Epic,Album,65000000,9,9.2,13,"It’s hard to believe now, but when Michael Jackson’s Thriller was released in the UK in time for Christmas 1982, there was an initial sense of misfire. In choosing the album's most lacklustre track, The Girl Is Mine, as its lead single, the postcard delivered was mildly disappointing. The playful duet with Paul McCartney, chosen no doubt to emulate the success McCartney had had earlier the same year with Stevie Wonder on Ebony and Ivory, was simply not what the listeners were expecting. It reached number eight on the UK chart, and the album sold well, but certainly not in the manner that the man who’d delivered Off the Wall should have done.
By the following Christmas, Thriller had become the phenomenon it remains to this day. Singles kept dropping off the album like golden fruit from a platinum bough: the precision snap of that snare on UK number one Billie Jean; the raucous Eddie Van Halen guitar on Beat It; the groove-driven frenzy of Wanna Be Startin' Something. It became apparent that this was a remarkable, ever-yielding pop jukebox.
By 1984, the album got an extension on its lifecycle with the John Landis-directed video for Thriller, which took the album from successful pop record to cultural icon. Casting the then-clean cut, scandal-free singer as a werewolf in a 15-rated short film was a risk, but one that truly paid off. Soon enough Thriller had become a greatest hits package ”“ seven of its nine tracks were issued as singles.
Love it or hate it, Thriller is pop's great, immovable Everest. Marketing departments realised that more and more singles could be pulled from a record to prolong its shelf life, and Michael Jackson became the King of Pop with the whole of the recording industry at his investiture.
It was, of course, never the same for Jackson after Thriller. All that followed was a long, gradual downhill slope that culminated in some forgettable records and a tragic early death. But this view from the summit remains unparalleled.",Quirky,Medium
2118224,Bad,Michael Jackson,1987,Rock/Pop,Pop,Epic,Album,45000000,7,9.7,10,"A multi-million-unit-shifter, Bad was (and remains) as important to 1980s pop culture as the rise of the Walkman, the Back to the Future movies, and the shooting of JR. Like 1982’s Thriller, it’s an album that appeared to easily find a home within the record collection of rockers and poppers, punks and poets alike.
Ubiquity comes cheap in 2012 (thanks, internet), but in 1987, it was earned by being the best of the best. And Bad was just that: almost a greatest hits package, it spawned nine hit singles. Its chart campaign didn’t begin with the title cut, but with I Just Can’t Stop Loving You, a number one in both the US and UK. In Britain, Bad (the song) peaked at 3, as Rick Astley sat atop the pile.
The title track rocketed to No.1 in the US, followed by The Way You Make Me Feel, Man in the Mirror and Dirty Diana. Jackson’s star was at its zenith across the 1980s – but fame never guarantees critical approval. Yet Bad was as well-received in the press as it was by Jackson’s fans. It’s a special rarity: a commercial behemoth with nary a lapse in quality across its 48 minutes.
Quincy Jones’ production is tight yet yielding, every song allowed to breathe and never cluttered by needless elements. Dirty Diana is remarkably lean, Steve Stevens’ flamboyant guitar aside, yet powerful too. Speed Demon, deemed “filler” by critics at the time, is fun funk-rock that’d sit happily on a Prince album of the period, compositionally if not lyrically.
Unreleased demos make up the majority of this anniversary release’s second disc. Amongst the most interesting are Song Groove (A/K/A Abortion Papers) and Price of Fame. The former, aggressive of percussion yet light of synth, is about a Christian girl carrying an unwanted pregnancy. “Michael knew (it) could be controversial,” read the accompanying notes; but Jackson handles the subject matter with tenderness.
Price of Fame addresses the pressures Jackson felt as a pop idol. Of his obsessed followers, he wrote: “They’ll do anything and it’s breaking my heart… It’s running me crazy.” It is, perhaps, a first instance of the cracks that’d soon spread. But nothing that was to come in Jackson’s career could ever take the shine off this awesome, evergreen and essential pop masterpiece.",Quirky,Medium
2145437,Number Ones,Michael Jackson,2003,Rock/Pop,Pop,Epic,Compilation,0,1,9,2,,Quirky,
2145438,The Ultimate Collection,Michael Jackson,2004,Rock/Pop,Pop,Epic,Compilation,0,,,,,Quirky,
2145439,The Essential Michael Jackson,Michael Jackson,2005,Rock/Pop,Pop,Epic,Compilation,0,,8,1,,Quirky,
2145440,King of Pop,Michael Jackson,2008,Rock/Pop,Pop,Epic,Compilation,0,,,,,Quirky,
2182673,This Is It,Michael Jackson,2009,Rock/Pop,Pop,Epic,Compilation,0,,8,1,,Quirky,
2187336,Blood on the Dance Floor: HIStory in the Mix,Michael Jackson,1997,Rock/Pop,Pop,Epic,Remix,0,,7,2,,Quirky,Fast
2206682,XSCAPE,Michael Jackson,2014,Rock/Pop,Pop,Epic,Compilation,800000,,6,1,,Quirky,Medium
2219515,Farewell My Summer Love,Michael Jackson,1984,Rock/Pop,Pop,Epic,Compilation,0,,6,1,,Quirky,Medium
2222580,Scream,Michael Jackson,1995,Rock/Pop,Pop,Epic,Single,0,,,,,Quirky,
2241773,Greatest Hits,Michael Jackson,2009,Rock/Pop,Pop,Epic,Compilation,0,,,,,,
2248880,Love Songs,Michael Jackson,2002,Rock/Pop,Pop,Epic,Compilation,0,,7,1,,Quirky,Medium
2283614,They Don't Care About Us (Prison Version),Michael Jackson,1996,...,...,,Broadcast,0,,,,,,
2283615,XSCAPE Documentary,Michael Jackson,2014,...,...,,Broadcast,0,,,,,,
2283888,Childhood,Michael Jackson,1995,...,...,,Single,0,,,,,,
2110671,Rated R,Rihanna,2009,Rock/Pop,Pop,Roc Nation,Album,3000000,,7.6,5,"In every sense, Rihanna is an extraordinary pop star. Still only 21, she has sold 12 million records worldwide, and bagged the longest-running British number one single of the decade with Umbrella – a song with a perfect title for 2007’s rainy summer, which, nevertheless, had an oddly stark and far-reaching sound for its time.
Two years on, her new LP nods towards adult material in its title as she comes of age, and also follows her assault earlier this year by ex-boyfriend Chris Brown, the results of which were shown in a horrific leaked photograph, the ghosts of which Rihanna works through here. She sounds bolder and braver as a consequence, pushing her strangeness as a pop star to the next level.
Mad House sets the album’s mood well, beginning like a dubstep track before a male voice cuts through the gloom: “Ladies and gentlemen – to those among you who are easily frightened we suggest you turn away now. To those of you who think they can take it, we say welcome.” Imagine Michael Jackson’s Thriller made terrifyingly modern, with Rihanna’s subsequent invitations – “come on, come on in” – both baiting and seducing her listeners.
As the album jabs and stutters onwards, her Barbadian vowels still conjure up the bluntness of reggae delivery, and continue to give her sound directness and edge. The sounds that surround it are more of a mixed bag, however – fantastic when they are icily futuristic on the dark electronica of G4L and Hard, less so on the Latin-flavoured trance of Te Amo, or Slash’s rock guitar theatrics on Rockstar 101.
Rated R’s lyrics are its calling cards, however, glowering darkly in songs like Fire Bomb, Russian Roulette and Cold Case Love. Many hint towards her relationship with Brown – “what you did to me was a crime”; “I cant wait to see your face when the front windows break”, ”all I’ve got are these photographs” –  but they take them to the heights of grand, sci-fi cinema, with Rihanna turning into a revenge-hunting, firebrand diva. The stronger she sounds, the more it suits her, too.
Rihanna has achieved so much already, and this album suggests she will continue to do so in widescreen, and on her own terms.",In Love,
2110672,Talk That Talk,Rihanna,2011,Rock/Pop,Pop,Roc Nation,Album,2000000,,6.8,4,"An artist experiencing diminishing returns since 2009’s startling reinvention album Rated R – from victim to victorious in one long-player – Rihanna’s latest can’t stop the rot that set in with the mixed messages of 2010’s Loud. Not that said set was poor – it just failed to match the pop highs of the Umbrella-packing Good Girl Gone Bad and Rated R’s darker tones. The tracks of sixth LP Talk That Talk make a lot of noise but move lethargically – familiar tropes surface in the lyrical content (sexy times being the core focus), and musically it’s a smorgasbord of European dance trends and contemporary RnB production, showy but soulless. Of course there are ballads, too – but after all the saucy front, the slowies feel utterly blunted.
The album begins at a low, the staccato vocal hooks of You Da One irritating rather than engaging. The squelchy, buzzing Where Have You Been is one of two productions from Calvin Harris – indicative of the mainstream dance scene of the UK and Europe making steady progression into the US RnB market. It’s an inoffensive pairing of building beats and sliced-and-diced vocals: to the right feet on the right dancefloor it’ll be manna itself manifested as an arms-in-the-air clubbing highlight. The second Harris hook-up, We Found Love, swells with fevered keys until it explodes, blinding neon like, all over its frenetic, repetitive chorus. It’s by-numbers fare from Harris, given edge by a quite deliberately provocative music video – just the 47 million YouTube views since mid-October.
A forgettable vocal from Jay-Z on the title-track foreshadows an awful exercise in quasi-erotic wordplay on Cockiness (Love It) and a wholly pointless minute-something in the company of star producer The-Dream, wasted on the boring profanities of Birthday Cake. At its halfway mark Talk That Talk takes a turn for the downbeat, the Beyoncé-style paean to perfect monogamy We All Want Love sitting awkwardly beside questionable sexual morals presented by earlier cuts. And Drunk on Love, for the second time in as many weeks release-wise after Rihanna’s guest slot on Drake’s Take Care, matches the Barbadian singer with a Jamie xx (Smith) production, the backing a slightly tweaked take on The xx’s Intro. It feels lazy, an impression that runs the course of this collection, which never convinces the listener that the artist on its cover is fully committed to the cause. On the commercial dubstep rumble of bonus track Red Lipstick, produced by Chase & Status, she sounds as if she phoned in her (again, drearily sexual) vocal five minutes after waking up.
In the recent past Rihanna exhibited a cool nonchalance; here, she’s trapped between playing the characters of a ruthless dominatrix and a docile sort willing to be putty in a boy’s hands. If the real Rihanna doesn’t stand up for her seventh LP, one has to wonder if she’ll ever find herself again.",In Love,
2110674,Loud,Rihanna,2010,Rock/Pop,Pop,Roc Nation,Album,0,,7.5,4,"Rihanna’s fifth album in as many years has been described by the singer as ""sassy, fun, flirty, energetic"" – a return to the slick pop with which she made her name following last year’s darker Rated R. But it’s not quite that simple; after all, that album delivered the dancehall smash Rude Boy while this record closes with Love the Way You Lie (Part II), an affecting sequel to her Eminem collaboration that takes on added relevance given the domestic abuse she suffered at the hands of ex-boyfriend Chris Brown.
Loud certainly (if intermittently) lives up to the singer’s promise. It is brilliantly sassy and exuberant at times – the enormous synth and shout-along chorus of Only Girl (In the World) is about the measure of it, while Nicki Minaj makes for a superb partner in crime on Raining Men, her wild, kinetic flow complementing Rihanna’s steely delivery to wicked effect.
Disappointingly though, the knowing strangeness that coloured even Rated R’s most chart-friendly moments has been toned down in favour of a brazen sexuality that sits at odds with what Rihanna is trying to accomplish here. Since when was ‘flirtatious’ synonymous with ‘sadomasochistic’? As bracingly huge and catchy as it is, S&M doesn’t deviate much from its blunt title: lyrics like ""Sticks and stones may break my bones / But chains and whips excite me"" feel forced, not daring. Similarly, her insistence that ""I like it rough"" on the comparatively restrained Skin can’t help but come across a little uncomfortable in the light of her personal history.
But the argument over whether songs like this subjugate or empower their female performers is one for another time, or maybe one not worth having at all – not when the songs are this good, the singer’s voice this powerful. What’s My Name? features the similarly young and talented Drake mulling the ""square route of 69"" over choppy Caribbean rhythms that reappear on Man Down, where Rihanna relays a break-up as murder metaphor in thick Barbadian patois. Love the Way You Lie (Part II) even bests the original, Eminem’s verse exuding the kind of volatile, simmering menace that got everyone so excited about him in the first place. But it is Rihanna’s vocal – at once commanding, soulful and vulnerable – that anchors the song, and Loud itself, elevating it from a hit-and-miss collection into something oddly arresting.",In Love,
2133701,Good Girl Gone Bad,Rihanna,2007,Rock/Pop,Pop,Roc Nation,Album,0,,7.3,4,,In Love,
2110676,Music of the Sun,Rihanna,2005,Rock/Pop,Pop,Roc Nation,Album,500000,,5.5,2,,In Love,
2116464,A Girl Like Me,Rihanna,2006,Rock/Pop,Pop,Roc Nation,Album,3500000,,5.5,2,,In Love,
2126337,Good Girl Gone Bad: The Remixes,Rihanna,2007,Rock/Pop,Pop,Roc Nation,Remix,8000000,,6,2,,In Love,Medium
2126729,Unapologetic,Rihanna,2012,Rock/Pop,Pop,Roc Nation,Album,3000000,,6.8,5,"Unapologetic is Rihanna’s seventh album in as many years, and makes for a demanding listen. The ""drunk workhorse"" character of the Barbadian singer, who frequented previous albums in some capacity, is absent here.
Instead of anything cheeky or fun, this set is laced with the very real presence of someone using the spectacle of pop music to inadvertently condone abuse.
The Chris Brown duet, Nobody's Business, is inevitably the central attraction of this album. It’s a wonderfully light throwback to late-80s piano house; but its lyrics make the listener feel like an intruder. “You'll always be the one that I wanna come home to,” Rihanna sings, marching on down the aisle, caught up in Brown’s cooing response.
It’s not new for people to write songs about abusive relationships – recorded by the likes of Billie Holiday and Dinah Washington, the 1922 blues standard Ain’t Nobody’s Business explicitly addresses violence against women. But it is perhaps new for songwriters to be commissioned specifically for the task.
Bold production disguises some of the bad taste – but lines like “Like a bullet your love hit me to the core / I was flying ‘til you knocked me to the floor”, from No Love Allowed, are uncomfortably balanced between true love and awkward acrimony. And the mixture of emotions across Unapologetic just doesn’t sit right.
On What Now, Rihanna takes a look in the mirror and tells us that she doesn’t know how to cry. On Jump, she preaches that she won’t be chasing her ex; perhaps the Ginuwine sample and multipack of Chase & Status bass drops inhibit her conviction.
Throughout, the context and rancour can’t be shaken – but at least there’s clarity between Rihanna’s defiance on the club tracks and the heavy sadness in the ballads.
Maybe Unapologetic is proof that we should have more faith in young audiences’ reasoned understanding. Maybe it’s a hammering of the point that pop music shouldn’t shy away from real life’s sadness. But more realistically, Unapologetic seems to position Rihanna as a human being dragged headfirst into a breakdown, and somehow surviving it.",In Love,Medium
2163248,Greatest Hits,Rihanna,2013,Rock/Pop,Pop,Roc Nation,Compilation,0,1,10,1,,In Love,Medium
2214985,The Singles Collection,Rihanna,0,Rock/Pop,Pop,Roc Nation,Compilation,0,,,,,In Love,Medium
2231649,FourFiveSeconds,Rihanna,2015,Rock/Pop,Pop,Roc Nation,Single,3000000,,,,,Carefree,Medium
2238720,American Oxygen,Rihanna,2015,Rock/Pop,Pop,Roc Nation,Single,40000,,,,,Carefree,Medium
2238796,Bitch Better Have My Money,Rihanna,2015,Rock/Pop,Pop,Roc Nation,Single,2000000,,,,,In Love,Medium
2249484,Rockstar,Rihanna,2013,Rock/Pop,Pop,Roc Nation,Remix,0,,,,,In Love,Medium
2257888,Anti,Rihanna,2016,Rock/Pop,Pop,Roc Nation,Album,0,,8.2,6,,In Love,Medium
2263966,"Hot, Wet & Sexy: The Definitive Collection",Rihanna,2009,Urban/R&B,R&B,Roc Nation,Compilation,0,,,,,In Love,Medium
2267687,Sledgehammer,Rihanna,2016,Urban/R&B,R&B,Roc Nation,Single,0,,,,,,
2295760,Sex With Me,Rihanna,2016,...,...,,Single,0,,,,,,
2112976,19,Adele,2008,Rock/Pop,Soul,XL Recordings,Album,6500000,2,8.5,6,"It's easy to get the wrong impression about Adele. She looks like another Kate Nash, all Top Shop dresses and haircuts that only a mother could love. And the fact that she's been a fuss on MySpace for a while only ups the sense of trepidation. Add to that a Later… debut which came filled to the brim with nervous caterwauling, and hopes for her album aren't pitched particularly high.
This is why it's such a shock that it's a genuinely touching, maturely considered and brilliantly sung opus that belies her titular age. Listening to it for the first time is the aural equivalent of walking into one of those oh-so-quirky little bars that you expect to be filled with bland scenesters and discovering that everyone within is friendly and they're serving the finest soul food to fill you up with.
Pitching up somewhere between blues, folk and jazz, she's included something for everyone without ever pandering to a particular trend. Her melodies exude warmth, her singing is occasionally stunning and, in the dramatic Hometown Glory, the spiky cool of Cold Shoulder (which is unexpectedly reminiscent of Shara Nelson-era Massive Attack) and the piano epic Make You Feel My Love, she has tracks that make Lily Allen and Kate Nash sound every bit as ordinary as they are.
That said, there is a note of caution to be sounded. There's a danger of the hyperbole exceeding the actual potential here: The Brit Awards made her their first ever winner of the Critics' Choice award and the BBC's Sound of 2008 list named her as the most promising new music talent in UK, while one magazine compared her songbook with Leonard Cohen's! While she is undoubtedly good, she's not quite worthy of those accolades yet, as her voice lacks a little soul and her songwriting a little depth.
Adele is a fine prospect and a genuine talent, but just like Amy Winehouse, who went to the same performing arts school, her brilliance will truly shine when she's a little further into her career – though hopefully, she'll be better at handling the astronomical fame that awaits her than the crumbling Mrs Fielder-Civil.
19 is a great start, a solid base to build a career on and a wonderful reminder of just how great our home grown talent can be. Just goes to show that the old adage is true – you really can't go judging a pop star by their cover.",In Love,Slow
2112977,21,Adele,2011,Rock/Pop,Soul,XL Recordings,Album,26000000,4,9,8,"One of the few real beneficiaries of The X Factor effect – her version of Dylan’s Make You Feel My Love has been darting about the top 40 since the audition rounds, showing more staying power than poor Joe McElderry’s last two singles combined – Adele’s stock has risen significantly since becoming the first recipient of the Brits Critics’ Choice award. Since then she’s picked up Grammys and broken the States as a bonus, so the pressure was clearly on for her next move to deliver big. And, oh my, with 21 doesn’t she just.
The last few years have seen those who started strongly become mightily unstuck on their sophomore efforts. For every Lily Allen there’s been a Kate Nash or a Duffy – the latter’s comeback, Endlessly, seems to have fallen on significantly fewer ears than the 2.8 million who liked her debut – so it’s a treat to hear that no such problems beset 21. It really is so marvellous, you’re almost compelled to stand up and applaud it after the first listen.
With a top-notch production team behind the album, including Rick Rubin and Paul Epworth, every track is a highlight. Current single, Rolling in the Deep, is a modern soul stomper about an errant ex; the literally banging Rumour Has It channels the avenging rock‘n’roll soul of Wanda Jackson; there’s a fine, mellow, acoustic bossa nova-y take on The Cure’s Lovesong. Don’t You Remember is a classically styled ballad, which feels like the sort of tune you’ve known all your life – many are certain to bawl along to it the next time their hearts are broken; and the blues-bruised I’ll Be Waiting could’ve come from any Willie Mitchell-produced southern soul session. Final track Someone Like You, just voice and piano, is an actual thing of beauty, placing the listener in one of those moments where you feel you’re in the presence of a future standard. You can imagine it being both honked through by talent show contestants and transcended by veterans alike.
21 is simply stunning. After only a handful of plays, it feels like you’ve always known it. It will see Adele become an even greater award magnet come the end of the year, leaving her contemporaries for dust. Genuinely brilliant.",In Love,Slow
2119950,Adele Live at the Royal Albert Hall,Adele,2011,Rock/Pop,Soul,XL Recordings,Live,0,,6,2,,In Love,Slow
2125717,Skyfall,Adele,2012,Rock/Pop,Soul,XL Recordings,Single,0,,,,,In Love,Medium
2198784,Greatest Hits,Adele,2012,Rock/Pop,Soul,XL Recordings,Compilation,0,1,10,1,,In Love,Medium
2261888,25,Adele,2015,Rock/Pop,Soul,XL Recordings,Album,25000000,1,8.3,3,"It only seems five minutes ago that Adele Adkins was just another teenage singer/songwriter, following in the footsteps of Lily Allen and Kate Nash, singing songs about London and boys, having a mouth like a sailor and singing backing vocals for Jack Penate (remember him?).

It was, in fact, 8 years ago that we first heard those plaintive piano chords of Hometown Glory, and in that time Adele has become arguably the biggest British pop star we currently have: holding so much sway in fact that she can quite easily demand her album not be available on any streaming platforms, thus forcing people who want to hear it to actually - shock, horror - buy it. Even Taylor Swift eventually succumbed to the might of Apple Music.

So, Adele's third album is easily the most anticipated record of the year, and is already on track to sell over 2.5 million copies in its first week alone - an astonishing achievement for an artist who barely plays live, never tours and has been pretty much silent for the past four years. Adele has, after all, never been one to play by the normal music industry rules (she pretty much broke America via a YouTube video of her singing at the BRIT Awards), but there's a nagging feeling that 25 can't possibly live up to all the hype.

And, in a sense, it doesn't. It certainly won't disappoint the legions of fans desperate for new material, but 25 is very much Adele playing safe. By now, you know what you're going to get from an Adele album: lots of sad songs about former lovers, custom-made to make people cry on their pillow. Yet, there's so much more to her than that, especially given that extraordinary voice: remember the sass of Rumour Has It, or the barely concealed anger bubbling under the surface of Rolling In The Deep? That side of Adele is nowhere to be found on her third record.

Having said that, it's impossible not to fall under its many charms. Hello is the quintessential Adele comeback track - a mix of the sad minor piano chords from Someone Like You on the verse, before soaring magnificently into the Skyfall-like chorus. Yes, the lyrics seem like a retread of previous material: when you hear lines like 'I was wondering if after all these years, you'd like to meet' you do want to reach through the speakers, grab her and shout 'NO, ADELE, EXES ARE EXES FOR A REASON'. That becomes somewhat of a recurring feeling throughout this album. Yet the melody, especially on the verses, is so heart-stoppingly beautiful that you're soon singing along.

When We Were Young, co-written with Tobias Jesso Jr, pulls on similar heartstrings - a hushed ballad which may not take too many risks, but is worth the price of admission for the moment when Adele's voice cracks with emotion as she sings the line 'my God this reminds me of when we were young'. If you can ignore the rather disconcerting feeling of a woman still a good few years away from 30 reminiscing about her apparently long-gone youth, it's the sort of performance that will give you chills. This will be the song you'll find difficult to escape from during Christmas and beyond, whether you want to or not.

25 becomes at its most interesting though when Adele steps out of her comfort zone. Send My Love (To Your New Lover) is one of those occasions, a collaboration with uber-pop svengali Max Martin, a sassy, flamenco-tinged banger that's one of the few moments of 25 that could be called danceable. Another highlight is River Lea (there's a big water motif running through 25), which sounds absolutely enormous, a giant gospel-influenced stomp of a song which looks back to the comforting nostalgia of childhood with the bittersweet knowledge that you can never truly go home again.

Yet there's a few too many times on 25 when Adele seems to be treading water. Tracks like Love In The Dark or Remedy may be beautifully performed but it's very much what we've heard before. A Million Years Ago showcases another flawless vocal performance, but you'd be hard-pressed to remember much about it even after several listens, while All I Ask sounds oddly dated, despite the presence as co-writer of the ubiquitous Bruno Mars.

None of which will matter a jot to the millions of people who'll buy and constantly play 25, of course - people expect Adele albums to do a certain job now, and 25 ticks all the relevant boxes. However, next time round it'll be good to hear her break out of that comfort zone: while she's earned the right to stick to that tried and trusted formula, a little bit of experimentation could go a long way.",In Love,Medium
2269577,Hello,Adele,2015,Rock/Pop,Soul,XL Recordings,Single,0,,,,,,
2283147,Someone Like You (Live at her home),Adele,2011,Rock/Pop,Soul,XL Recordings,Single,0,,,,,,
2298044,iTunes Live From SoHo,Adele,2009,Rock/Pop,Soul,XL Recordings,Live,0,,,,"Released right around the time that Adele Adkins won the 2009 Grammy Award for Best New Artist, this iTunes live album reinforces exactly why the British soul/pop singer won the prestigious award. Backed by spare, acoustic arrangements, Adele lets her smoky voice unfurl with grace and passion, particularly on the swooning “Melt My Heart to Stone” and the emotive hit single “Chasing Pavements.” Adele also impresses with a stirring take on Bob Dylan’s “Make You Feel My Love” and a bold rendition of Sam Cooke’s “That’s It, I Quit, I’m Moving On,” proving that her musical taste is up to par with her talent.",In Love,Medium
2116385,Iowa,Slipknot,2001,Metal,Nu Metal,,Album,0,,7.5,2,,Weird,Fast
2116386,Mate. Feed. Kill. Repeat.,Slipknot,1996,Metal,Nu Metal,,Album,0,,,,,Weird,Fast
2116387,Slipknot,Slipknot,1999,Metal,Nu Metal,,Album,2000000,,10,1,,Weird,Fast
2116388,All Hope Is Gone,Slipknot,2008,Metal,Nu Metal,,Album,0,,7.5,2,,Weird,Fast
2116389,Vol. 3: (The Subliminal Verses),Slipknot,2004,Metal,Nu Metal,,Album,0,,7.5,2,,Weird,Fast
2126209,9.0: Live,Slipknot,2005,Metal,Nu Metal,,Live,0,,,,,Weird,Fast
2191179,Antennas to Hell,Slipknot,2012,Metal,Nu Metal,,Compilation,0,,,,,Weird,Medium
2193856,Demo Tape,Slipknot,1997,Metal,Nu Metal,,Album,0,,,,,Weird,
2220740,.5: The Gray Chapter,Slipknot,2014,Metal,Nu Metal,,Album,0,,8,2,,Weird,Medium
2109818,Music,Madonna,2000,Rock/Pop,Pop,,Album,15000000,,8,4,,Happy,
